"","date","product","Sales"
"4344",2019-12-22,"Recipe Book",154
"4345",2019-12-23,"Advanced Techniques",183
"4346",2019-12-23,"For Kids: One Smart Goose",210
"4347",2019-12-23,"Getting Started",158
"4348",2019-12-23,"Recipe Book",128
"4349",2019-12-24,"Advanced Techniques",188
"4350",2019-12-24,"For Kids: One Smart Goose",205
"4351",2019-12-24,"Getting Started",159
"4352",2019-12-24,"Recipe Book",129
"4353",2019-12-25,"Advanced Techniques",197
"4354",2019-12-25,"For Kids: One Smart Goose",215
"4355",2019-12-25,"Getting Started",170
"4356",2019-12-25,"Recipe Book",136
"4357",2019-12-26,"Advanced Techniques",221
"4358",2019-12-26,"For Kids: One Smart Goose",244
"4359",2019-12-26,"Getting Started",181
"4360",2019-12-26,"Recipe Book",150
"4361",2019-12-27,"Advanced Techniques",276
"4362",2019-12-27,"For Kids: One Smart Goose",306
"4363",2019-12-27,"Getting Started",226
"4364",2019-12-27,"Recipe Book",188
"4365",2019-12-28,"Advanced Techniques",351
"4366",2019-12-28,"For Kids: One Smart Goose",391
"4367",2019-12-28,"Getting Started",300
"4368",2019-12-28,"Recipe Book",242
"4369",2019-12-29,"Advanced Techniques",419
"4370",2019-12-29,"For Kids: One Smart Goose",456
"4371",2019-12-29,"Getting Started",336
"4372",2019-12-29,"Recipe Book",287
"4373",2019-12-30,"Advanced Techniques",335
"4374",2019-12-30,"For Kids: One Smart Goose",375
"4375",2019-12-30,"Getting Started",289
"4376",2019-12-30,"Recipe Book",232
"4377",2019-12-31,"Advanced Techniques",312
"4378",2019-12-31,"For Kids: One Smart Goose",345
"4379",2019-12-31,"Getting Started",253
"4380",2019-12-31,"Recipe Book",215
"4381",2020-01-01,"Advanced Techniques",260
"4382",2020-01-01,"For Kids: One Smart Goose",288
"4383",2020-01-01,"Getting Started",215
"4384",2020-01-01,"Recipe Book",184
"4385",2020-01-02,"Advanced Techniques",312
"4386",2020-01-02,"For Kids: One Smart Goose",344
"4387",2020-01-02,"Getting Started",249
"4388",2020-01-02,"Recipe Book",210
"4389",2020-01-03,"Advanced Techniques",310
"4390",2020-01-03,"For Kids: One Smart Goose",329
"4391",2020-01-03,"Getting Started",243
"4392",2020-01-03,"Recipe Book",200
"4393",2020-01-04,"Advanced Techniques",324
"4394",2020-01-04,"For Kids: One Smart Goose",349
"4395",2020-01-04,"Getting Started",254
"4396",2020-01-04,"Recipe Book",214
"4397",2020-01-05,"Advanced Techniques",342
"4398",2020-01-05,"For Kids: One Smart Goose",373
"4399",2020-01-05,"Getting Started",274
"4400",2020-01-05,"Recipe Book",231
"4401",2020-01-06,"Advanced Techniques",292
"4402",2020-01-06,"For Kids: One Smart Goose",306
"4403",2020-01-06,"Getting Started",228
"4404",2020-01-06,"Recipe Book",189
"4405",2020-01-07,"Advanced Techniques",283
"4406",2020-01-07,"For Kids: One Smart Goose",298
"4407",2020-01-07,"Getting Started",219
"4408",2020-01-07,"Recipe Book",187
"4409",2020-01-08,"Advanced Techniques",280
"4410",2020-01-08,"For Kids: One Smart Goose",300
"4411",2020-01-08,"Getting Started",217
"4412",2020-01-08,"Recipe Book",184
"4413",2020-01-09,"Advanced Techniques",279
"4414",2020-01-09,"For Kids: One Smart Goose",298
"4415",2020-01-09,"Getting Started",206
"4416",2020-01-09,"Recipe Book",182
"4417",2020-01-10,"Advanced Techniques",296
"4418",2020-01-10,"For Kids: One Smart Goose",316
"4419",2020-01-10,"Getting Started",225
"4420",2020-01-10,"Recipe Book",195
"4421",2020-01-11,"Advanced Techniques",314
"4422",2020-01-11,"For Kids: One Smart Goose",335
"4423",2020-01-11,"Getting Started",238
"4424",2020-01-11,"Recipe Book",205
"4425",2020-01-12,"Advanced Techniques",334
"4426",2020-01-12,"For Kids: One Smart Goose",347
"4427",2020-01-12,"Getting Started",249
"4428",2020-01-12,"Recipe Book",218
"4429",2020-01-13,"Advanced Techniques",269
"4430",2020-01-13,"For Kids: One Smart Goose",277
"4431",2020-01-13,"Getting Started",200
"4432",2020-01-13,"Recipe Book",170
"4433",2020-01-14,"Advanced Techniques",271
"4434",2020-01-14,"For Kids: One Smart Goose",268
"4435",2020-01-14,"Getting Started",191
"4436",2020-01-14,"Recipe Book",167
"4437",2020-01-15,"Advanced Techniques",260
"4438",2020-01-15,"For Kids: One Smart Goose",269
"4439",2020-01-15,"Getting Started",198
"4440",2020-01-15,"Recipe Book",168
"4441",2020-01-16,"Advanced Techniques",263
"4442",2020-01-16,"For Kids: One Smart Goose",276
"4443",2020-01-16,"Getting Started",191
"4444",2020-01-16,"Recipe Book",174
"4445",2020-01-17,"Advanced Techniques",280
"4446",2020-01-17,"For Kids: One Smart Goose",284
"4447",2020-01-17,"Getting Started",207
"4448",2020-01-17,"Recipe Book",177
"4449",2020-01-18,"Advanced Techniques",305
"4450",2020-01-18,"For Kids: One Smart Goose",318
"4451",2020-01-18,"Getting Started",224
"4452",2020-01-18,"Recipe Book",193
"4453",2020-01-19,"Advanced Techniques",323
"4454",2020-01-19,"For Kids: One Smart Goose",332
"4455",2020-01-19,"Getting Started",228
"4456",2020-01-19,"Recipe Book",203
"4457",2020-01-20,"Advanced Techniques",266
"4458",2020-01-20,"For Kids: One Smart Goose",263
"4459",2020-01-20,"Getting Started",187
"4460",2020-01-20,"Recipe Book",169
"4461",2020-01-21,"Advanced Techniques",265
"4462",2020-01-21,"For Kids: One Smart Goose",278
"4463",2020-01-21,"Getting Started",188
"4464",2020-01-21,"Recipe Book",170
"4465",2020-01-22,"Advanced Techniques",276
"4466",2020-01-22,"For Kids: One Smart Goose",266
"4467",2020-01-22,"Getting Started",192
"4468",2020-01-22,"Recipe Book",166
"4469",2020-01-23,"Advanced Techniques",286
"4470",2020-01-23,"For Kids: One Smart Goose",274
"4471",2020-01-23,"Getting Started",194
"4472",2020-01-23,"Recipe Book",169
"4473",2020-01-24,"Advanced Techniques",284
"4474",2020-01-24,"For Kids: One Smart Goose",290
"4475",2020-01-24,"Getting Started",200
"4476",2020-01-24,"Recipe Book",177
"4477",2020-01-25,"Advanced Techniques",318
"4478",2020-01-25,"For Kids: One Smart Goose",314
"4479",2020-01-25,"Getting Started",219
"4480",2020-01-25,"Recipe Book",189
"4481",2020-01-26,"Advanced Techniques",327
"4482",2020-01-26,"For Kids: One Smart Goose",331
"4483",2020-01-26,"Getting Started",225
"4484",2020-01-26,"Recipe Book",197
"4485",2020-01-27,"Advanced Techniques",283
"4486",2020-01-27,"For Kids: One Smart Goose",270
"4487",2020-01-27,"Getting Started",180
"4488",2020-01-27,"Recipe Book",168
"4489",2020-01-28,"Advanced Techniques",278
"4490",2020-01-28,"For Kids: One Smart Goose",273
"4491",2020-01-28,"Getting Started",188
"4492",2020-01-28,"Recipe Book",164
"4493",2020-01-29,"Advanced Techniques",274
"4494",2020-01-29,"For Kids: One Smart Goose",278
"4495",2020-01-29,"Getting Started",185
"4496",2020-01-29,"Recipe Book",165
"4497",2020-01-30,"Advanced Techniques",282
"4498",2020-01-30,"For Kids: One Smart Goose",267
"4499",2020-01-30,"Getting Started",191
"4500",2020-01-30,"Recipe Book",163
"4501",2020-01-31,"Advanced Techniques",300
"4502",2020-01-31,"For Kids: One Smart Goose",296
"4503",2020-01-31,"Getting Started",199
"4504",2020-01-31,"Recipe Book",170
"4505",2020-02-01,"Advanced Techniques",321
"4506",2020-02-01,"For Kids: One Smart Goose",307
"4507",2020-02-01,"Getting Started",211
"4508",2020-02-01,"Recipe Book",200
"4509",2020-02-02,"Advanced Techniques",330
"4510",2020-02-02,"For Kids: One Smart Goose",335
"4511",2020-02-02,"Getting Started",214
"4512",2020-02-02,"Recipe Book",199
"4513",2020-02-03,"Advanced Techniques",277
"4514",2020-02-03,"For Kids: One Smart Goose",271
"4515",2020-02-03,"Getting Started",185
"4516",2020-02-03,"Recipe Book",163
"4517",2020-02-04,"Advanced Techniques",280
"4518",2020-02-04,"For Kids: One Smart Goose",274
"4519",2020-02-04,"Getting Started",183
"4520",2020-02-04,"Recipe Book",162
"4521",2020-02-05,"Advanced Techniques",280
"4522",2020-02-05,"For Kids: One Smart Goose",275
"4523",2020-02-05,"Getting Started",184
"4524",2020-02-05,"Recipe Book",165
"4525",2020-02-06,"Advanced Techniques",280
"4526",2020-02-06,"For Kids: One Smart Goose",274
"4527",2020-02-06,"Getting Started",178
"4528",2020-02-06,"Recipe Book",169
"4529",2020-02-07,"Advanced Techniques",296
"4530",2020-02-07,"For Kids: One Smart Goose",302
"4531",2020-02-07,"Getting Started",193
"4532",2020-02-07,"Recipe Book",175
"4533",2020-02-08,"Advanced Techniques",316
"4534",2020-02-08,"For Kids: One Smart Goose",318
"4535",2020-02-08,"Getting Started",212
"4536",2020-02-08,"Recipe Book",188
"4537",2020-02-09,"Advanced Techniques",346
"4538",2020-02-09,"For Kids: One Smart Goose",332
"4539",2020-02-09,"Getting Started",226
"4540",2020-02-09,"Recipe Book",193
"4541",2020-02-10,"Advanced Techniques",282
"4542",2020-02-10,"For Kids: One Smart Goose",281
"4543",2020-02-10,"Getting Started",185
"4544",2020-02-10,"Recipe Book",163
"4545",2020-02-11,"Advanced Techniques",275
"4546",2020-02-11,"For Kids: One Smart Goose",279
"4547",2020-02-11,"Getting Started",176
"4548",2020-02-11,"Recipe Book",164
"4549",2020-02-12,"Advanced Techniques",300
"4550",2020-02-12,"For Kids: One Smart Goose",270
"4551",2020-02-12,"Getting Started",177
"4552",2020-02-12,"Recipe Book",168
"4553",2020-02-13,"Advanced Techniques",282
"4554",2020-02-13,"For Kids: One Smart Goose",280
"4555",2020-02-13,"Getting Started",181
"4556",2020-02-13,"Recipe Book",163
"4557",2020-02-14,"Advanced Techniques",303
"4558",2020-02-14,"For Kids: One Smart Goose",288
"4559",2020-02-14,"Getting Started",183
"4560",2020-02-14,"Recipe Book",170
"4561",2020-02-15,"Advanced Techniques",331
"4562",2020-02-15,"For Kids: One Smart Goose",309
"4563",2020-02-15,"Getting Started",205
"4564",2020-02-15,"Recipe Book",190
"4565",2020-02-16,"Advanced Techniques",344
"4566",2020-02-16,"For Kids: One Smart Goose",332
"4567",2020-02-16,"Getting Started",219
"4568",2020-02-16,"Recipe Book",197
"4569",2020-02-17,"Advanced Techniques",294
"4570",2020-02-17,"For Kids: One Smart Goose",278
"4571",2020-02-17,"Getting Started",181
"4572",2020-02-17,"Recipe Book",158
"4573",2020-02-18,"Advanced Techniques",292
"4574",2020-02-18,"For Kids: One Smart Goose",281
"4575",2020-02-18,"Getting Started",178
"4576",2020-02-18,"Recipe Book",157
"4577",2020-02-19,"Advanced Techniques",299
"4578",2020-02-19,"For Kids: One Smart Goose",274
"4579",2020-02-19,"Getting Started",176
"4580",2020-02-19,"Recipe Book",160
"4581",2020-02-20,"Advanced Techniques",294
"4582",2020-02-20,"For Kids: One Smart Goose",286
"4583",2020-02-20,"Getting Started",178
"4584",2020-02-20,"Recipe Book",165
"4585",2020-02-21,"Advanced Techniques",305
"4586",2020-02-21,"For Kids: One Smart Goose",294
"4587",2020-02-21,"Getting Started",183
"4588",2020-02-21,"Recipe Book",166
"4589",2020-02-22,"Advanced Techniques",333
"4590",2020-02-22,"For Kids: One Smart Goose",324
"4591",2020-02-22,"Getting Started",196
"4592",2020-02-22,"Recipe Book",184
"4593",2020-02-23,"Advanced Techniques",353
"4594",2020-02-23,"For Kids: One Smart Goose",336
"4595",2020-02-23,"Getting Started",215
"4596",2020-02-23,"Recipe Book",187
"4597",2020-02-24,"Advanced Techniques",300
"4598",2020-02-24,"For Kids: One Smart Goose",273
"4599",2020-02-24,"Getting Started",176
"4600",2020-02-24,"Recipe Book",164
"4601",2020-02-25,"Advanced Techniques",289
"4602",2020-02-25,"For Kids: One Smart Goose",281
"4603",2020-02-25,"Getting Started",178
"4604",2020-02-25,"Recipe Book",160
"4605",2020-02-26,"Advanced Techniques",294
"4606",2020-02-26,"For Kids: One Smart Goose",279
"4607",2020-02-26,"Getting Started",175
"4608",2020-02-26,"Recipe Book",155
"4609",2020-02-27,"Advanced Techniques",296
"4610",2020-02-27,"For Kids: One Smart Goose",285
"4611",2020-02-27,"Getting Started",180
"4612",2020-02-27,"Recipe Book",157
"4613",2020-02-28,"Advanced Techniques",310
"4614",2020-02-28,"For Kids: One Smart Goose",290
"4615",2020-02-28,"Getting Started",187
"4616",2020-02-28,"Recipe Book",165
"4617",2020-02-29,"Advanced Techniques",348
"4618",2020-02-29,"For Kids: One Smart Goose",333
"4619",2020-02-29,"Getting Started",199
"4620",2020-02-29,"Recipe Book",183
"4621",2020-03-01,"Advanced Techniques",310
"4622",2020-03-01,"For Kids: One Smart Goose",295
"4623",2020-03-01,"Getting Started",189
"4624",2020-03-01,"Recipe Book",162
"4625",2020-03-02,"Advanced Techniques",265
"4626",2020-03-02,"For Kids: One Smart Goose",242
"4627",2020-03-02,"Getting Started",154
"4628",2020-03-02,"Recipe Book",135
"4629",2020-03-03,"Advanced Techniques",262
"4630",2020-03-03,"For Kids: One Smart Goose",246
"4631",2020-03-03,"Getting Started",152
"4632",2020-03-03,"Recipe Book",141
"4633",2020-03-04,"Advanced Techniques",261
"4634",2020-03-04,"For Kids: One Smart Goose",242
"4635",2020-03-04,"Getting Started",153
"4636",2020-03-04,"Recipe Book",141
"4637",2020-03-05,"Advanced Techniques",256
"4638",2020-03-05,"For Kids: One Smart Goose",246
"4639",2020-03-05,"Getting Started",151
"4640",2020-03-05,"Recipe Book",139
"4641",2020-03-06,"Advanced Techniques",279
"4642",2020-03-06,"For Kids: One Smart Goose",261
"4643",2020-03-06,"Getting Started",159
"4644",2020-03-06,"Recipe Book",144
"4645",2020-03-07,"Advanced Techniques",298
"4646",2020-03-07,"For Kids: One Smart Goose",280
"4647",2020-03-07,"Getting Started",177
"4648",2020-03-07,"Recipe Book",158
"4649",2020-03-08,"Advanced Techniques",319
"4650",2020-03-08,"For Kids: One Smart Goose",287
"4651",2020-03-08,"Getting Started",182
"4652",2020-03-08,"Recipe Book",169
"4653",2020-03-09,"Advanced Techniques",266
"4654",2020-03-09,"For Kids: One Smart Goose",248
"4655",2020-03-09,"Getting Started",149
"4656",2020-03-09,"Recipe Book",140
"4657",2020-03-10,"Advanced Techniques",264
"4658",2020-03-10,"For Kids: One Smart Goose",247
"4659",2020-03-10,"Getting Started",154
"4660",2020-03-10,"Recipe Book",137
"4661",2020-03-11,"Advanced Techniques",271
"4662",2020-03-11,"For Kids: One Smart Goose",246
"4663",2020-03-11,"Getting Started",152
"4664",2020-03-11,"Recipe Book",140
"4665",2020-03-12,"Advanced Techniques",273
"4666",2020-03-12,"For Kids: One Smart Goose",253
"4667",2020-03-12,"Getting Started",153
"4668",2020-03-12,"Recipe Book",138
"4669",2020-03-13,"Advanced Techniques",278
"4670",2020-03-13,"For Kids: One Smart Goose",251
"4671",2020-03-13,"Getting Started",161
"4672",2020-03-13,"Recipe Book",148
"4673",2020-03-14,"Advanced Techniques",312
"4674",2020-03-14,"For Kids: One Smart Goose",288
"4675",2020-03-14,"Getting Started",174
"4676",2020-03-14,"Recipe Book",164
"4677",2020-03-15,"Advanced Techniques",327
"4678",2020-03-15,"For Kids: One Smart Goose",290
"4679",2020-03-15,"Getting Started",181
"4680",2020-03-15,"Recipe Book",169
"4681",2020-03-16,"Advanced Techniques",268
"4682",2020-03-16,"For Kids: One Smart Goose",245
"4683",2020-03-16,"Getting Started",154
"4684",2020-03-16,"Recipe Book",135
"4685",2020-03-17,"Advanced Techniques",271
"4686",2020-03-17,"For Kids: One Smart Goose",250
"4687",2020-03-17,"Getting Started",154
"4688",2020-03-17,"Recipe Book",136
"4689",2020-03-18,"Advanced Techniques",268
"4690",2020-03-18,"For Kids: One Smart Goose",249
"4691",2020-03-18,"Getting Started",150
"4692",2020-03-18,"Recipe Book",134
"4693",2020-03-19,"Advanced Techniques",272
"4694",2020-03-19,"For Kids: One Smart Goose",245
"4695",2020-03-19,"Getting Started",153
"4696",2020-03-19,"Recipe Book",139
"4697",2020-03-20,"Advanced Techniques",282
"4698",2020-03-20,"For Kids: One Smart Goose",263
"4699",2020-03-20,"Getting Started",156
"4700",2020-03-20,"Recipe Book",140
"4701",2020-03-21,"Advanced Techniques",312
"4702",2020-03-21,"For Kids: One Smart Goose",284
"4703",2020-03-21,"Getting Started",174
"4704",2020-03-21,"Recipe Book",152
"4705",2020-03-22,"Advanced Techniques",315
"4706",2020-03-22,"For Kids: One Smart Goose",302
"4707",2020-03-22,"Getting Started",184
"4708",2020-03-22,"Recipe Book",162
"4709",2020-03-23,"Advanced Techniques",269
"4710",2020-03-23,"For Kids: One Smart Goose",238
"4711",2020-03-23,"Getting Started",152
"4712",2020-03-23,"Recipe Book",135
"4713",2020-03-24,"Advanced Techniques",268
"4714",2020-03-24,"For Kids: One Smart Goose",241
"4715",2020-03-24,"Getting Started",152
"4716",2020-03-24,"Recipe Book",138
"4717",2020-03-25,"Advanced Techniques",267
"4718",2020-03-25,"For Kids: One Smart Goose",246
"4719",2020-03-25,"Getting Started",150
"4720",2020-03-25,"Recipe Book",136
"4721",2020-03-26,"Advanced Techniques",267
"4722",2020-03-26,"For Kids: One Smart Goose",246
"4723",2020-03-26,"Getting Started",146
"4724",2020-03-26,"Recipe Book",135
"4725",2020-03-27,"Advanced Techniques",290
"4726",2020-03-27,"For Kids: One Smart Goose",256
"4727",2020-03-27,"Getting Started",158
"4728",2020-03-27,"Recipe Book",141
"4729",2020-03-28,"Advanced Techniques",308
"4730",2020-03-28,"For Kids: One Smart Goose",287
"4731",2020-03-28,"Getting Started",169
"4732",2020-03-28,"Recipe Book",153
"4733",2020-03-29,"Advanced Techniques",324
"4734",2020-03-29,"For Kids: One Smart Goose",304
"4735",2020-03-29,"Getting Started",176
"4736",2020-03-29,"Recipe Book",160
"4737",2020-03-30,"Advanced Techniques",269
"4738",2020-03-30,"For Kids: One Smart Goose",245
"4739",2020-03-30,"Getting Started",152
"4740",2020-03-30,"Recipe Book",132
"4741",2020-03-31,"Advanced Techniques",277
"4742",2020-03-31,"For Kids: One Smart Goose",255
"4743",2020-03-31,"Getting Started",147
"4744",2020-03-31,"Recipe Book",134
"4745",2020-04-01,"Advanced Techniques",221
"4746",2020-04-01,"For Kids: One Smart Goose",206
"4747",2020-04-01,"Getting Started",123
"4748",2020-04-01,"Recipe Book",108
"4749",2020-04-02,"Advanced Techniques",220
"4750",2020-04-02,"For Kids: One Smart Goose",206
"4751",2020-04-02,"Getting Started",124
"4752",2020-04-02,"Recipe Book",112
"4753",2020-04-03,"Advanced Techniques",232
"4754",2020-04-03,"For Kids: One Smart Goose",212
"4755",2020-04-03,"Getting Started",130
"4756",2020-04-03,"Recipe Book",114
"4757",2020-04-04,"Advanced Techniques",258
"4758",2020-04-04,"For Kids: One Smart Goose",239
"4759",2020-04-04,"Getting Started",142
"4760",2020-04-04,"Recipe Book",120
"4761",2020-04-05,"Advanced Techniques",264
"4762",2020-04-05,"For Kids: One Smart Goose",240
"4763",2020-04-05,"Getting Started",153
"4764",2020-04-05,"Recipe Book",131
"4765",2020-04-06,"Advanced Techniques",219
"4766",2020-04-06,"For Kids: One Smart Goose",202
"4767",2020-04-06,"Getting Started",123
"4768",2020-04-06,"Recipe Book",104
"4769",2020-04-07,"Advanced Techniques",220
"4770",2020-04-07,"For Kids: One Smart Goose",200
"4771",2020-04-07,"Getting Started",124
"4772",2020-04-07,"Recipe Book",105
"4773",2020-04-08,"Advanced Techniques",222
"4774",2020-04-08,"For Kids: One Smart Goose",206
"4775",2020-04-08,"Getting Started",124
"4776",2020-04-08,"Recipe Book",110
"4777",2020-04-09,"Advanced Techniques",219
"4778",2020-04-09,"For Kids: One Smart Goose",202
"4779",2020-04-09,"Getting Started",122
"4780",2020-04-09,"Recipe Book",106
"4781",2020-04-10,"Advanced Techniques",232
"4782",2020-04-10,"For Kids: One Smart Goose",212
"4783",2020-04-10,"Getting Started",130
"4784",2020-04-10,"Recipe Book",114
"4785",2020-04-11,"Advanced Techniques",249
"4786",2020-04-11,"For Kids: One Smart Goose",241
"4787",2020-04-11,"Getting Started",148
"4788",2020-04-11,"Recipe Book",124
"4789",2020-04-12,"Advanced Techniques",267
"4790",2020-04-12,"For Kids: One Smart Goose",250
"4791",2020-04-12,"Getting Started",155
"4792",2020-04-12,"Recipe Book",126
"4793",2020-04-13,"Advanced Techniques",229
"4794",2020-04-13,"For Kids: One Smart Goose",213
"4795",2020-04-13,"Getting Started",133
"4796",2020-04-13,"Recipe Book",113
"4797",2020-04-14,"Advanced Techniques",232
"4798",2020-04-14,"For Kids: One Smart Goose",221
"4799",2020-04-14,"Getting Started",133
"4800",2020-04-14,"Recipe Book",114
"4801",2020-04-15,"Advanced Techniques",245
"4802",2020-04-15,"For Kids: One Smart Goose",224
"4803",2020-04-15,"Getting Started",139
"4804",2020-04-15,"Recipe Book",118
"4805",2020-04-16,"Advanced Techniques",249
"4806",2020-04-16,"For Kids: One Smart Goose",230
"4807",2020-04-16,"Getting Started",138
"4808",2020-04-16,"Recipe Book",121
"4809",2020-04-17,"Advanced Techniques",262
"4810",2020-04-17,"For Kids: One Smart Goose",247
"4811",2020-04-17,"Getting Started",152
"4812",2020-04-17,"Recipe Book",126
"4813",2020-04-18,"Advanced Techniques",275
"4814",2020-04-18,"For Kids: One Smart Goose",267
"4815",2020-04-18,"Getting Started",162
"4816",2020-04-18,"Recipe Book",142
"4817",2020-04-19,"Advanced Techniques",289
"4818",2020-04-19,"For Kids: One Smart Goose",266
"4819",2020-04-19,"Getting Started",161
"4820",2020-04-19,"Recipe Book",136
"4821",2020-04-20,"Advanced Techniques",228
"4822",2020-04-20,"For Kids: One Smart Goose",214
"4823",2020-04-20,"Getting Started",127
"4824",2020-04-20,"Recipe Book",109
"4825",2020-04-21,"Advanced Techniques",225
"4826",2020-04-21,"For Kids: One Smart Goose",213
"4827",2020-04-21,"Getting Started",128
"4828",2020-04-21,"Recipe Book",106
"4829",2020-04-22,"Advanced Techniques",217
"4830",2020-04-22,"For Kids: One Smart Goose",206
"4831",2020-04-22,"Getting Started",125
"4832",2020-04-22,"Recipe Book",103
"4833",2020-04-23,"Advanced Techniques",214
"4834",2020-04-23,"For Kids: One Smart Goose",205
"4835",2020-04-23,"Getting Started",126
"4836",2020-04-23,"Recipe Book",103
"4837",2020-04-24,"Advanced Techniques",231
"4838",2020-04-24,"For Kids: One Smart Goose",214
"4839",2020-04-24,"Getting Started",134
"4840",2020-04-24,"Recipe Book",110
"4841",2020-04-25,"Advanced Techniques",251
"4842",2020-04-25,"For Kids: One Smart Goose",235
"4843",2020-04-25,"Getting Started",145
"4844",2020-04-25,"Recipe Book",117
"4845",2020-04-26,"Advanced Techniques",264
"4846",2020-04-26,"For Kids: One Smart Goose",246
"4847",2020-04-26,"Getting Started",147
"4848",2020-04-26,"Recipe Book",125
"4849",2020-04-27,"Advanced Techniques",217
"4850",2020-04-27,"For Kids: One Smart Goose",208
"4851",2020-04-27,"Getting Started",126
"4852",2020-04-27,"Recipe Book",101
"4853",2020-04-28,"Advanced Techniques",217
"4854",2020-04-28,"For Kids: One Smart Goose",203
"4855",2020-04-28,"Getting Started",127
"4856",2020-04-28,"Recipe Book",105
"4857",2020-04-29,"Advanced Techniques",216
"4858",2020-04-29,"For Kids: One Smart Goose",207
"4859",2020-04-29,"Getting Started",129
"4860",2020-04-29,"Recipe Book",106
"4861",2020-04-30,"Advanced Techniques",222
"4862",2020-04-30,"For Kids: One Smart Goose",209
"4863",2020-04-30,"Getting Started",127
"4864",2020-04-30,"Recipe Book",105
"4865",2020-05-01,"Advanced Techniques",263
"4866",2020-05-01,"For Kids: One Smart Goose",245
"4867",2020-05-01,"Getting Started",152
"4868",2020-05-01,"Recipe Book",124
"4869",2020-05-02,"Advanced Techniques",291
"4870",2020-05-02,"For Kids: One Smart Goose",268
"4871",2020-05-02,"Getting Started",165
"4872",2020-05-02,"Recipe Book",141
"4873",2020-05-03,"Advanced Techniques",308
"4874",2020-05-03,"For Kids: One Smart Goose",294
"4875",2020-05-03,"Getting Started",186
"4876",2020-05-03,"Recipe Book",147
"4877",2020-05-04,"Advanced Techniques",268
"4878",2020-05-04,"For Kids: One Smart Goose",260
"4879",2020-05-04,"Getting Started",154
"4880",2020-05-04,"Recipe Book",130
"4881",2020-05-05,"Advanced Techniques",276
"4882",2020-05-05,"For Kids: One Smart Goose",266
"4883",2020-05-05,"Getting Started",158
"4884",2020-05-05,"Recipe Book",130
"4885",2020-05-06,"Advanced Techniques",281
"4886",2020-05-06,"For Kids: One Smart Goose",262
"4887",2020-05-06,"Getting Started",166
"4888",2020-05-06,"Recipe Book",130
"4889",2020-05-07,"Advanced Techniques",270
"4890",2020-05-07,"For Kids: One Smart Goose",252
"4891",2020-05-07,"Getting Started",158
"4892",2020-05-07,"Recipe Book",126
"4893",2020-05-08,"Advanced Techniques",269
"4894",2020-05-08,"For Kids: One Smart Goose",266
"4895",2020-05-08,"Getting Started",161
"4896",2020-05-08,"Recipe Book",128
"4897",2020-05-09,"Advanced Techniques",285
"4898",2020-05-09,"For Kids: One Smart Goose",279
"4899",2020-05-09,"Getting Started",174
"4900",2020-05-09,"Recipe Book",139
"4901",2020-05-10,"Advanced Techniques",300
"4902",2020-05-10,"For Kids: One Smart Goose",289
"4903",2020-05-10,"Getting Started",179
"4904",2020-05-10,"Recipe Book",137
"4905",2020-05-11,"Advanced Techniques",247
"4906",2020-05-11,"For Kids: One Smart Goose",233
"4907",2020-05-11,"Getting Started",153
"4908",2020-05-11,"Recipe Book",114
"4909",2020-05-12,"Advanced Techniques",246
"4910",2020-05-12,"For Kids: One Smart Goose",243
"4911",2020-05-12,"Getting Started",146
"4912",2020-05-12,"Recipe Book",114
"4913",2020-05-13,"Advanced Techniques",241
"4914",2020-05-13,"For Kids: One Smart Goose",235
"4915",2020-05-13,"Getting Started",150
"4916",2020-05-13,"Recipe Book",113
"4917",2020-05-14,"Advanced Techniques",245
"4918",2020-05-14,"For Kids: One Smart Goose",231
"4919",2020-05-14,"Getting Started",150
"4920",2020-05-14,"Recipe Book",111
"4921",2020-05-15,"Advanced Techniques",249
"4922",2020-05-15,"For Kids: One Smart Goose",244
"4923",2020-05-15,"Getting Started",156
"4924",2020-05-15,"Recipe Book",120
"4925",2020-05-16,"Advanced Techniques",277
"4926",2020-05-16,"For Kids: One Smart Goose",269
"4927",2020-05-16,"Getting Started",164
"4928",2020-05-16,"Recipe Book",127
"4929",2020-05-17,"Advanced Techniques",281
"4930",2020-05-17,"For Kids: One Smart Goose",275
"4931",2020-05-17,"Getting Started",173
"4932",2020-05-17,"Recipe Book",134
"4933",2020-05-18,"Advanced Techniques",233
"4934",2020-05-18,"For Kids: One Smart Goose",232
"4935",2020-05-18,"Getting Started",147
"4936",2020-05-18,"Recipe Book",111
"4937",2020-05-19,"Advanced Techniques",236
"4938",2020-05-19,"For Kids: One Smart Goose",227
"4939",2020-05-19,"Getting Started",147
"4940",2020-05-19,"Recipe Book",110
"4941",2020-05-20,"Advanced Techniques",241
"4942",2020-05-20,"For Kids: One Smart Goose",233
"4943",2020-05-20,"Getting Started",147
"4944",2020-05-20,"Recipe Book",109
"4945",2020-05-21,"Advanced Techniques",237
"4946",2020-05-21,"For Kids: One Smart Goose",231
"4947",2020-05-21,"Getting Started",143
"4948",2020-05-21,"Recipe Book",114
"4949",2020-05-22,"Advanced Techniques",245
"4950",2020-05-22,"For Kids: One Smart Goose",240
"4951",2020-05-22,"Getting Started",157
"4952",2020-05-22,"Recipe Book",118
"4953",2020-05-23,"Advanced Techniques",278
"4954",2020-05-23,"For Kids: One Smart Goose",270
"4955",2020-05-23,"Getting Started",177
"4956",2020-05-23,"Recipe Book",131
"4957",2020-05-24,"Advanced Techniques",300
