"","date","country","Sales"
"6594",2020-01-04,"Spain",283
"6595",2020-01-05,"Belgium",304
"6596",2020-01-05,"France",311
"6597",2020-01-05,"Germany",297
"6598",2020-01-05,"Italy",311
"6599",2020-01-05,"Poland",308
"6600",2020-01-05,"Spain",300
"6601",2020-01-06,"Belgium",254
"6602",2020-01-06,"France",251
"6603",2020-01-06,"Germany",255
"6604",2020-01-06,"Italy",262
"6605",2020-01-06,"Poland",245
"6606",2020-01-06,"Spain",256
"6607",2020-01-07,"Belgium",248
"6608",2020-01-07,"France",250
"6609",2020-01-07,"Germany",249
"6610",2020-01-07,"Italy",254
"6611",2020-01-07,"Poland",243
"6612",2020-01-07,"Spain",237
"6613",2020-01-08,"Belgium",236
"6614",2020-01-08,"France",240
"6615",2020-01-08,"Germany",243
"6616",2020-01-08,"Italy",252
"6617",2020-01-08,"Poland",253
"6618",2020-01-08,"Spain",249
"6619",2020-01-09,"Belgium",229
"6620",2020-01-09,"France",224
"6621",2020-01-09,"Germany",232
"6622",2020-01-09,"Italy",250
"6623",2020-01-09,"Poland",252
"6624",2020-01-09,"Spain",260
"6625",2020-01-10,"Belgium",249
"6626",2020-01-10,"France",239
"6627",2020-01-10,"Germany",246
"6628",2020-01-10,"Italy",267
"6629",2020-01-10,"Poland",270
"6630",2020-01-10,"Spain",277
"6631",2020-01-11,"Belgium",251
"6632",2020-01-11,"France",257
"6633",2020-01-11,"Germany",260
"6634",2020-01-11,"Italy",288
"6635",2020-01-11,"Poland",290
"6636",2020-01-11,"Spain",294
"6637",2020-01-12,"Belgium",275
"6638",2020-01-12,"France",270
"6639",2020-01-12,"Germany",277
"6640",2020-01-12,"Italy",298
"6641",2020-01-12,"Poland",304
"6642",2020-01-12,"Spain",298
"6643",2020-01-13,"Belgium",224
"6644",2020-01-13,"France",222
"6645",2020-01-13,"Germany",222
"6646",2020-01-13,"Italy",241
"6647",2020-01-13,"Poland",232
"6648",2020-01-13,"Spain",231
"6649",2020-01-14,"Belgium",222
"6650",2020-01-14,"France",220
"6651",2020-01-14,"Germany",228
"6652",2020-01-14,"Italy",230
"6653",2020-01-14,"Poland",224
"6654",2020-01-14,"Spain",220
"6655",2020-01-15,"Belgium",227
"6656",2020-01-15,"France",227
"6657",2020-01-15,"Germany",225
"6658",2020-01-15,"Italy",227
"6659",2020-01-15,"Poland",220
"6660",2020-01-15,"Spain",218
"6661",2020-01-16,"Belgium",224
"6662",2020-01-16,"France",222
"6663",2020-01-16,"Germany",227
"6664",2020-01-16,"Italy",228
"6665",2020-01-16,"Poland",225
"6666",2020-01-16,"Spain",231
"6667",2020-01-17,"Belgium",241
"6668",2020-01-17,"France",234
"6669",2020-01-17,"Germany",230
"6670",2020-01-17,"Italy",247
"6671",2020-01-17,"Poland",230
"6672",2020-01-17,"Spain",239
"6673",2020-01-18,"Belgium",260
"6674",2020-01-18,"France",256
"6675",2020-01-18,"Germany",265
"6676",2020-01-18,"Italy",264
"6677",2020-01-18,"Poland",261
"6678",2020-01-18,"Spain",253
"6679",2020-01-19,"Belgium",274
"6680",2020-01-19,"France",272
"6681",2020-01-19,"Germany",268
"6682",2020-01-19,"Italy",272
"6683",2020-01-19,"Poland",275
"6684",2020-01-19,"Spain",269
"6685",2020-01-20,"Belgium",220
"6686",2020-01-20,"France",225
"6687",2020-01-20,"Germany",216
"6688",2020-01-20,"Italy",229
"6689",2020-01-20,"Poland",225
"6690",2020-01-20,"Spain",215
"6691",2020-01-21,"Belgium",218
"6692",2020-01-21,"France",228
"6693",2020-01-21,"Germany",226
"6694",2020-01-21,"Italy",233
"6695",2020-01-21,"Poland",224
"6696",2020-01-21,"Spain",224
"6697",2020-01-22,"Belgium",218
"6698",2020-01-22,"France",226
"6699",2020-01-22,"Germany",224
"6700",2020-01-22,"Italy",232
"6701",2020-01-22,"Poland",228
"6702",2020-01-22,"Spain",221
"6703",2020-01-23,"Belgium",232
"6704",2020-01-23,"France",230
"6705",2020-01-23,"Germany",230
"6706",2020-01-23,"Italy",228
"6707",2020-01-23,"Poland",230
"6708",2020-01-23,"Spain",235
"6709",2020-01-24,"Belgium",236
"6710",2020-01-24,"France",239
"6711",2020-01-24,"Germany",238
"6712",2020-01-24,"Italy",241
"6713",2020-01-24,"Poland",238
"6714",2020-01-24,"Spain",234
"6715",2020-01-25,"Belgium",254
"6716",2020-01-25,"France",264
"6717",2020-01-25,"Germany",260
"6718",2020-01-25,"Italy",262
"6719",2020-01-25,"Poland",262
"6720",2020-01-25,"Spain",258
"6721",2020-01-26,"Belgium",264
"6722",2020-01-26,"France",267
"6723",2020-01-26,"Germany",280
"6724",2020-01-26,"Italy",277
"6725",2020-01-26,"Poland",267
"6726",2020-01-26,"Spain",266
"6727",2020-01-27,"Belgium",220
"6728",2020-01-27,"France",230
"6729",2020-01-27,"Germany",227
"6730",2020-01-27,"Italy",223
"6731",2020-01-27,"Poland",229
"6732",2020-01-27,"Spain",224
"6733",2020-01-28,"Belgium",230
"6734",2020-01-28,"France",228
"6735",2020-01-28,"Germany",231
"6736",2020-01-28,"Italy",225
"6737",2020-01-28,"Poland",218
"6738",2020-01-28,"Spain",223
"6739",2020-01-29,"Belgium",222
"6740",2020-01-29,"France",225
"6741",2020-01-29,"Germany",226
"6742",2020-01-29,"Italy",224
"6743",2020-01-29,"Poland",232
"6744",2020-01-29,"Spain",225
"6745",2020-01-30,"Belgium",224
"6746",2020-01-30,"France",227
"6747",2020-01-30,"Germany",223
"6748",2020-01-30,"Italy",221
"6749",2020-01-30,"Poland",231
"6750",2020-01-30,"Spain",228
"6751",2020-01-31,"Belgium",241
"6752",2020-01-31,"France",246
"6753",2020-01-31,"Germany",242
"6754",2020-01-31,"Italy",244
"6755",2020-01-31,"Poland",244
"6756",2020-01-31,"Spain",230
"6757",2020-02-01,"Belgium",264
"6758",2020-02-01,"France",266
"6759",2020-02-01,"Germany",264
"6760",2020-02-01,"Italy",259
"6761",2020-02-01,"Poland",250
"6762",2020-02-01,"Spain",254
"6763",2020-02-02,"Belgium",265
"6764",2020-02-02,"France",268
"6765",2020-02-02,"Germany",268
"6766",2020-02-02,"Italy",262
"6767",2020-02-02,"Poland",278
"6768",2020-02-02,"Spain",276
"6769",2020-02-03,"Belgium",219
"6770",2020-02-03,"France",224
"6771",2020-02-03,"Germany",224
"6772",2020-02-03,"Italy",224
"6773",2020-02-03,"Poland",228
"6774",2020-02-03,"Spain",225
"6775",2020-02-04,"Belgium",230
"6776",2020-02-04,"France",222
"6777",2020-02-04,"Germany",226
"6778",2020-02-04,"Italy",227
"6779",2020-02-04,"Poland",223
"6780",2020-02-04,"Spain",221
"6781",2020-02-05,"Belgium",218
"6782",2020-02-05,"France",237
"6783",2020-02-05,"Germany",230
"6784",2020-02-05,"Italy",219
"6785",2020-02-05,"Poland",221
"6786",2020-02-05,"Spain",231
"6787",2020-02-06,"Belgium",224
"6788",2020-02-06,"France",228
"6789",2020-02-06,"Germany",225
"6790",2020-02-06,"Italy",222
"6791",2020-02-06,"Poland",229
"6792",2020-02-06,"Spain",221
"6793",2020-02-07,"Belgium",240
"6794",2020-02-07,"France",242
"6795",2020-02-07,"Germany",237
"6796",2020-02-07,"Italy",242
"6797",2020-02-07,"Poland",248
"6798",2020-02-07,"Spain",240
"6799",2020-02-08,"Belgium",258
"6800",2020-02-08,"France",263
"6801",2020-02-08,"Germany",261
"6802",2020-02-08,"Italy",250
"6803",2020-02-08,"Poland",258
"6804",2020-02-08,"Spain",261
"6805",2020-02-09,"Belgium",278
"6806",2020-02-09,"France",278
"6807",2020-02-09,"Germany",275
"6808",2020-02-09,"Italy",271
"6809",2020-02-09,"Poland",272
"6810",2020-02-09,"Spain",273
"6811",2020-02-10,"Belgium",221
"6812",2020-02-10,"France",230
"6813",2020-02-10,"Germany",237
"6814",2020-02-10,"Italy",226
"6815",2020-02-10,"Poland",225
"6816",2020-02-10,"Spain",226
"6817",2020-02-11,"Belgium",222
"6818",2020-02-11,"France",221
"6819",2020-02-11,"Germany",234
"6820",2020-02-11,"Italy",222
"6821",2020-02-11,"Poland",219
"6822",2020-02-11,"Spain",223
"6823",2020-02-12,"Belgium",234
"6824",2020-02-12,"France",223
"6825",2020-02-12,"Germany",228
"6826",2020-02-12,"Italy",232
"6827",2020-02-12,"Poland",232
"6828",2020-02-12,"Spain",223
"6829",2020-02-13,"Belgium",226
"6830",2020-02-13,"France",233
"6831",2020-02-13,"Germany",222
"6832",2020-02-13,"Italy",226
"6833",2020-02-13,"Poland",225
"6834",2020-02-13,"Spain",226
"6835",2020-02-14,"Belgium",236
"6836",2020-02-14,"France",240
"6837",2020-02-14,"Germany",232
"6838",2020-02-14,"Italy",236
"6839",2020-02-14,"Poland",235
"6840",2020-02-14,"Spain",236
"6841",2020-02-15,"Belgium",254
"6842",2020-02-15,"France",260
"6843",2020-02-15,"Germany",265
"6844",2020-02-15,"Italy",258
"6845",2020-02-15,"Poland",263
"6846",2020-02-15,"Spain",254
"6847",2020-02-16,"Belgium",269
"6848",2020-02-16,"France",280
"6849",2020-02-16,"Germany",253
"6850",2020-02-16,"Italy",287
"6851",2020-02-16,"Poland",271
"6852",2020-02-16,"Spain",276
"6853",2020-02-17,"Belgium",228
"6854",2020-02-17,"France",218
"6855",2020-02-17,"Germany",228
"6856",2020-02-17,"Italy",231
"6857",2020-02-17,"Poland",226
"6858",2020-02-17,"Spain",237
"6859",2020-02-18,"Belgium",223
"6860",2020-02-18,"France",232
"6861",2020-02-18,"Germany",234
"6862",2020-02-18,"Italy",223
"6863",2020-02-18,"Poland",225
"6864",2020-02-18,"Spain",224
"6865",2020-02-19,"Belgium",231
"6866",2020-02-19,"France",228
"6867",2020-02-19,"Germany",227
"6868",2020-02-19,"Italy",225
"6869",2020-02-19,"Poland",229
"6870",2020-02-19,"Spain",224
"6871",2020-02-20,"Belgium",234
"6872",2020-02-20,"France",232
"6873",2020-02-20,"Germany",231
"6874",2020-02-20,"Italy",223
"6875",2020-02-20,"Poland",233
"6876",2020-02-20,"Spain",231
"6877",2020-02-21,"Belgium",241
"6878",2020-02-21,"France",234
"6879",2020-02-21,"Germany",240
"6880",2020-02-21,"Italy",233
"6881",2020-02-21,"Poland",234
"6882",2020-02-21,"Spain",238
"6883",2020-02-22,"Belgium",257
"6884",2020-02-22,"France",257
"6885",2020-02-22,"Germany",264
"6886",2020-02-22,"Italy",262
"6887",2020-02-22,"Poland",253
"6888",2020-02-22,"Spain",263
"6889",2020-02-23,"Belgium",270
"6890",2020-02-23,"France",270
"6891",2020-02-23,"Germany",276
"6892",2020-02-23,"Italy",278
"6893",2020-02-23,"Poland",271
"6894",2020-02-23,"Spain",270
"6895",2020-02-24,"Belgium",227
"6896",2020-02-24,"France",240
"6897",2020-02-24,"Germany",231
"6898",2020-02-24,"Italy",229
"6899",2020-02-24,"Poland",223
"6900",2020-02-24,"Spain",220
"6901",2020-02-25,"Belgium",228
"6902",2020-02-25,"France",228
"6903",2020-02-25,"Germany",230
"6904",2020-02-25,"Italy",222
"6905",2020-02-25,"Poland",229
"6906",2020-02-25,"Spain",224
"6907",2020-02-26,"Belgium",224
"6908",2020-02-26,"France",227
"6909",2020-02-26,"Germany",224
"6910",2020-02-26,"Italy",228
"6911",2020-02-26,"Poland",223
"6912",2020-02-26,"Spain",229
"6913",2020-02-27,"Belgium",225
"6914",2020-02-27,"France",232
"6915",2020-02-27,"Germany",226
"6916",2020-02-27,"Italy",229
"6917",2020-02-27,"Poland",230
"6918",2020-02-27,"Spain",235
"6919",2020-02-28,"Belgium",234
"6920",2020-02-28,"France",241
"6921",2020-02-28,"Germany",239
"6922",2020-02-28,"Italy",241
"6923",2020-02-28,"Poland",234
"6924",2020-02-28,"Spain",238
"6925",2020-02-29,"Belgium",266
"6926",2020-02-29,"France",268
"6927",2020-02-29,"Germany",262
"6928",2020-02-29,"Italy",268
"6929",2020-02-29,"Poland",265
"6930",2020-02-29,"Spain",265
"6931",2020-03-01,"Belgium",231
"6932",2020-03-01,"France",240
"6933",2020-03-01,"Germany",236
"6934",2020-03-01,"Italy",240
"6935",2020-03-01,"Poland",251
"6936",2020-03-01,"Spain",236
"6937",2020-03-02,"Belgium",202
"6938",2020-03-02,"France",197
"6939",2020-03-02,"Germany",198
"6940",2020-03-02,"Italy",203
"6941",2020-03-02,"Poland",198
"6942",2020-03-02,"Spain",197
"6943",2020-03-03,"Belgium",199
"6944",2020-03-03,"France",196
"6945",2020-03-03,"Germany",210
"6946",2020-03-03,"Italy",202
"6947",2020-03-03,"Poland",195
"6948",2020-03-03,"Spain",201
"6949",2020-03-04,"Belgium",198
"6950",2020-03-04,"France",203
"6951",2020-03-04,"Germany",200
"6952",2020-03-04,"Italy",200
"6953",2020-03-04,"Poland",198
"6954",2020-03-04,"Spain",195
"6955",2020-03-05,"Belgium",201
"6956",2020-03-05,"France",197
"6957",2020-03-05,"Germany",200
"6958",2020-03-05,"Italy",203
"6959",2020-03-05,"Poland",194
"6960",2020-03-05,"Spain",194
"6961",2020-03-06,"Belgium",213
"6962",2020-03-06,"France",212
"6963",2020-03-06,"Germany",208
"6964",2020-03-06,"Italy",214
"6965",2020-03-06,"Poland",208
"6966",2020-03-06,"Spain",211
"6967",2020-03-07,"Belgium",233
"6968",2020-03-07,"France",235
"6969",2020-03-07,"Germany",222
"6970",2020-03-07,"Italy",222
"6971",2020-03-07,"Poland",226
"6972",2020-03-07,"Spain",233
"6973",2020-03-08,"Belgium",240
"6974",2020-03-08,"France",242
"6975",2020-03-08,"Germany",239
"6976",2020-03-08,"Italy",230
"6977",2020-03-08,"Poland",241
"6978",2020-03-08,"Spain",244
"6979",2020-03-09,"Belgium",202
"6980",2020-03-09,"France",208
"6981",2020-03-09,"Germany",197
"6982",2020-03-09,"Italy",205
"6983",2020-03-09,"Poland",195
"6984",2020-03-09,"Spain",198
"6985",2020-03-10,"Belgium",201
"6986",2020-03-10,"France",197
"6987",2020-03-10,"Germany",200
"6988",2020-03-10,"Italy",201
"6989",2020-03-10,"Poland",202
"6990",2020-03-10,"Spain",202
"6991",2020-03-11,"Belgium",197
"6992",2020-03-11,"France",210
"6993",2020-03-11,"Germany",194
"6994",2020-03-11,"Italy",206
"6995",2020-03-11,"Poland",202
"6996",2020-03-11,"Spain",205
"6997",2020-03-12,"Belgium",208
"6998",2020-03-12,"France",204
"6999",2020-03-12,"Germany",206
"7000",2020-03-12,"Italy",201
"7001",2020-03-12,"Poland",202
"7002",2020-03-12,"Spain",204
"7003",2020-03-13,"Belgium",210
"7004",2020-03-13,"France",213
"7005",2020-03-13,"Germany",204
"7006",2020-03-13,"Italy",212
"7007",2020-03-13,"Poland",211
"7008",2020-03-13,"Spain",209
"7009",2020-03-14,"Belgium",244
"7010",2020-03-14,"France",235
"7011",2020-03-14,"Germany",230
"7012",2020-03-14,"Italy",235
"7013",2020-03-14,"Poland",228
"7014",2020-03-14,"Spain",236
"7015",2020-03-15,"Belgium",236
"7016",2020-03-15,"France",245
"7017",2020-03-15,"Germany",245
"7018",2020-03-15,"Italy",241
"7019",2020-03-15,"Poland",243
"7020",2020-03-15,"Spain",240
"7021",2020-03-16,"Belgium",196
"7022",2020-03-16,"France",199
"7023",2020-03-16,"Germany",201
"7024",2020-03-16,"Italy",206
"7025",2020-03-16,"Poland",207
"7026",2020-03-16,"Spain",195
"7027",2020-03-17,"Belgium",195
"7028",2020-03-17,"France",202
"7029",2020-03-17,"Germany",204
"7030",2020-03-17,"Italy",203
"7031",2020-03-17,"Poland",206
"7032",2020-03-17,"Spain",205
"7033",2020-03-18,"Belgium",198
"7034",2020-03-18,"France",205
"7035",2020-03-18,"Germany",198
"7036",2020-03-18,"Italy",198
"7037",2020-03-18,"Poland",201
"7038",2020-03-18,"Spain",203
"7039",2020-03-19,"Belgium",206
"7040",2020-03-19,"France",197
"7041",2020-03-19,"Germany",202
"7042",2020-03-19,"Italy",205
"7043",2020-03-19,"Poland",204
"7044",2020-03-19,"Spain",200
"7045",2020-03-20,"Belgium",202
"7046",2020-03-20,"France",212
"7047",2020-03-20,"Germany",211
"7048",2020-03-20,"Italy",221
"7049",2020-03-20,"Poland",206
"7050",2020-03-20,"Spain",209
"7051",2020-03-21,"Belgium",237
"7052",2020-03-21,"France",231
"7053",2020-03-21,"Germany",230
"7054",2020-03-21,"Italy",234
"7055",2020-03-21,"Poland",230
"7056",2020-03-21,"Spain",222
"7057",2020-03-22,"Belgium",238
"7058",2020-03-22,"France",235
"7059",2020-03-22,"Germany",244
"7060",2020-03-22,"Italy",241
"7061",2020-03-22,"Poland",244
"7062",2020-03-22,"Spain",241
"7063",2020-03-23,"Belgium",195
"7064",2020-03-23,"France",197
"7065",2020-03-23,"Germany",194
"7066",2020-03-23,"Italy",207
"7067",2020-03-23,"Poland",204
"7068",2020-03-23,"Spain",194
"7069",2020-03-24,"Belgium",201
"7070",2020-03-24,"France",202
"7071",2020-03-24,"Germany",197
"7072",2020-03-24,"Italy",196
"7073",2020-03-24,"Poland",202
"7074",2020-03-24,"Spain",200
"7075",2020-03-25,"Belgium",196
"7076",2020-03-25,"France",198
"7077",2020-03-25,"Germany",195
"7078",2020-03-25,"Italy",199
"7079",2020-03-25,"Poland",210
"7080",2020-03-25,"Spain",202
"7081",2020-03-26,"Belgium",200
"7082",2020-03-26,"France",199
"7083",2020-03-26,"Germany",200
"7084",2020-03-26,"Italy",199
"7085",2020-03-26,"Poland",201
"7086",2020-03-26,"Spain",193
"7087",2020-03-27,"Belgium",213
"7088",2020-03-27,"France",213
"7089",2020-03-27,"Germany",208
"7090",2020-03-27,"Italy",207
"7091",2020-03-27,"Poland",212
"7092",2020-03-27,"Spain",214
"7093",2020-03-28,"Belgium",228
"7094",2020-03-28,"France",227
"7095",2020-03-28,"Germany",235
"7096",2020-03-28,"Italy",231
"7097",2020-03-28,"Poland",226
"7098",2020-03-28,"Spain",230
"7099",2020-03-29,"Belgium",246
"7100",2020-03-29,"France",243
"7101",2020-03-29,"Germany",242
"7102",2020-03-29,"Italy",237
"7103",2020-03-29,"Poland",240
"7104",2020-03-29,"Spain",238
"7105",2020-03-30,"Belgium",203
"7106",2020-03-30,"France",192
"7107",2020-03-30,"Germany",200
"7108",2020-03-30,"Italy",201
"7109",2020-03-30,"Poland",201
"7110",2020-03-30,"Spain",198
"7111",2020-03-31,"Belgium",204
"7112",2020-03-31,"France",201
"7113",2020-03-31,"Germany",212
"7114",2020-03-31,"Italy",201
"7115",2020-03-31,"Poland",202
"7116",2020-03-31,"Spain",198
"7117",2020-04-01,"Belgium",169
"7118",2020-04-01,"France",163
"7119",2020-04-01,"Germany",167
"7120",2020-04-01,"Italy",161
"7121",2020-04-01,"Poland",160
"7122",2020-04-01,"Spain",168
"7123",2020-04-02,"Belgium",164
"7124",2020-04-02,"France",169
"7125",2020-04-02,"Germany",165
"7126",2020-04-02,"Italy",161
"7127",2020-04-02,"Poland",164
"7128",2020-04-02,"Spain",170
"7129",2020-04-03,"Belgium",172
"7130",2020-04-03,"France",169
"7131",2020-04-03,"Germany",171
"7132",2020-04-03,"Italy",175
"7133",2020-04-03,"Poland",175
"7134",2020-04-03,"Spain",172
"7135",2020-04-04,"Belgium",188
"7136",2020-04-04,"France",186
"7137",2020-04-04,"Germany",191
"7138",2020-04-04,"Italy",189
"7139",2020-04-04,"Poland",192
"7140",2020-04-04,"Spain",192
"7141",2020-04-05,"Belgium",201
"7142",2020-04-05,"France",195
"7143",2020-04-05,"Germany",191
"7144",2020-04-05,"Italy",201
"7145",2020-04-05,"Poland",196
"7146",2020-04-05,"Spain",198
"7147",2020-04-06,"Belgium",163
"7148",2020-04-06,"France",164
"7149",2020-04-06,"Germany",161
"7150",2020-04-06,"Italy",166
"7151",2020-04-06,"Poland",159
"7152",2020-04-06,"Spain",159
"7153",2020-04-07,"Belgium",163
"7154",2020-04-07,"France",161
"7155",2020-04-07,"Germany",160
"7156",2020-04-07,"Italy",165
"7157",2020-04-07,"Poland",161
"7158",2020-04-07,"Spain",165
"7159",2020-04-08,"Belgium",162
"7160",2020-04-08,"France",164
"7161",2020-04-08,"Germany",163
"7162",2020-04-08,"Italy",170
"7163",2020-04-08,"Poland",163
"7164",2020-04-08,"Spain",171
"7165",2020-04-09,"Belgium",159
"7166",2020-04-09,"France",166
"7167",2020-04-09,"Germany",162
"7168",2020-04-09,"Italy",156
"7169",2020-04-09,"Poland",168
"7170",2020-04-09,"Spain",161
"7171",2020-04-10,"Belgium",170
"7172",2020-04-10,"France",178
"7173",2020-04-10,"Germany",168
"7174",2020-04-10,"Italy",174
"7175",2020-04-10,"Poland",169
"7176",2020-04-10,"Spain",172
"7177",2020-04-11,"Belgium",187
"7178",2020-04-11,"France",190
"7179",2020-04-11,"Germany",193
"7180",2020-04-11,"Italy",185
"7181",2020-04-11,"Poland",193
"7182",2020-04-11,"Spain",195
"7183",2020-04-12,"Belgium",196
"7184",2020-04-12,"France",192
"7185",2020-04-12,"Germany",204
"7186",2020-04-12,"Italy",199
"7187",2020-04-12,"Poland",200
"7188",2020-04-12,"Spain",207
"7189",2020-04-13,"Belgium",169
"7190",2020-04-13,"France",165
"7191",2020-04-13,"Germany",184
"7192",2020-04-13,"Italy",169
"7193",2020-04-13,"Poland",163
"7194",2020-04-13,"Spain",184
"7195",2020-04-14,"Belgium",169
"7196",2020-04-14,"France",166
"7197",2020-04-14,"Germany",188
"7198",2020-04-14,"Italy",166
"7199",2020-04-14,"Poland",178
"7200",2020-04-14,"Spain",184
"7201",2020-04-15,"Belgium",174
"7202",2020-04-15,"France",170
"7203",2020-04-15,"Germany",200
"7204",2020-04-15,"Italy",173
"7205",2020-04-15,"Poland",187
"7206",2020-04-15,"Spain",184
"7207",2020-04-16,"Belgium",182
"7208",2020-04-16,"France",174
"7209",2020-04-16,"Germany",194
"7210",2020-04-16,"Italy",180
"7211",2020-04-16,"Poland",194
"7212",2020-04-16,"Spain",182
"7213",2020-04-17,"Belgium",192
"7214",2020-04-17,"France",190
"7215",2020-04-17,"Germany",210
"7216",2020-04-17,"Italy",194
"7217",2020-04-17,"Poland",218
"7218",2020-04-17,"Spain",176
"7219",2020-04-18,"Belgium",212
"7220",2020-04-18,"France",212
"7221",2020-04-18,"Germany",219
"7222",2020-04-18,"Italy",204
"7223",2020-04-18,"Poland",233
"7224",2020-04-18,"Spain",189
"7225",2020-04-19,"Belgium",216
"7226",2020-04-19,"France",211
"7227",2020-04-19,"Germany",215
"7228",2020-04-19,"Italy",218
"7229",2020-04-19,"Poland",223
"7230",2020-04-19,"Spain",194
"7231",2020-04-20,"Belgium",170
"7232",2020-04-20,"France",168
"7233",2020-04-20,"Germany",169
"7234",2020-04-20,"Italy",173
"7235",2020-04-20,"Poland",179
"7236",2020-04-20,"Spain",158
"7237",2020-04-21,"Belgium",168
"7238",2020-04-21,"France",170
"7239",2020-04-21,"Germany",165
"7240",2020-04-21,"Italy",170
"7241",2020-04-21,"Poland",170
"7242",2020-04-21,"Spain",165
"7243",2020-04-22,"Belgium",162
"7244",2020-04-22,"France",160
"7245",2020-04-22,"Germany",167
"7246",2020-04-22,"Italy",156
"7247",2020-04-22,"Poland",168
"7248",2020-04-22,"Spain",163
"7249",2020-04-23,"Belgium",166
"7250",2020-04-23,"France",160
"7251",2020-04-23,"Germany",160
"7252",2020-04-23,"Italy",162
"7253",2020-04-23,"Poland",164
"7254",2020-04-23,"Spain",161
"7255",2020-04-24,"Belgium",171
"7256",2020-04-24,"France",176
"7257",2020-04-24,"Germany",170
"7258",2020-04-24,"Italy",177
"7259",2020-04-24,"Poland",169
"7260",2020-04-24,"Spain",172
"7261",2020-04-25,"Belgium",191
"7262",2020-04-25,"France",187
"7263",2020-04-25,"Germany",188
"7264",2020-04-25,"Italy",189
"7265",2020-04-25,"Poland",182
"7266",2020-04-25,"Spain",184
"7267",2020-04-26,"Belgium",194
"7268",2020-04-26,"France",198
"7269",2020-04-26,"Germany",190
"7270",2020-04-26,"Italy",204
"7271",2020-04-26,"Poland",190
"7272",2020-04-26,"Spain",196
"7273",2020-04-27,"Belgium",163
"7274",2020-04-27,"France",161
"7275",2020-04-27,"Germany",156
"7276",2020-04-27,"Italy",176
"7277",2020-04-27,"Poland",162
"7278",2020-04-27,"Spain",160
"7279",2020-04-28,"Belgium",164
"7280",2020-04-28,"France",158
"7281",2020-04-28,"Germany",158
"7282",2020-04-28,"Italy",176
"7283",2020-04-28,"Poland",159
"7284",2020-04-28,"Spain",162
"7285",2020-04-29,"Belgium",169
"7286",2020-04-29,"France",160
"7287",2020-04-29,"Germany",157
"7288",2020-04-29,"Italy",178
"7289",2020-04-29,"Poland",157
"7290",2020-04-29,"Spain",165
"7291",2020-04-30,"Belgium",164
"7292",2020-04-30,"France",160
"7293",2020-04-30,"Germany",167
"7294",2020-04-30,"Italy",180
"7295",2020-04-30,"Poland",164
"7296",2020-04-30,"Spain",159
"7297",2020-05-01,"Belgium",190
"7298",2020-05-01,"France",196
"7299",2020-05-01,"Germany",194
"7300",2020-05-01,"Italy",214
"7301",2020-05-01,"Poland",190
"7302",2020-05-01,"Spain",192
"7303",2020-05-02,"Belgium",208
"7304",2020-05-02,"France",217
"7305",2020-05-02,"Germany",213
"7306",2020-05-02,"Italy",236
"7307",2020-05-02,"Poland",215
"7308",2020-05-02,"Spain",208
"7309",2020-05-03,"Belgium",235
"7310",2020-05-03,"France",237
"7311",2020-05-03,"Germany",236
"7312",2020-05-03,"Italy",236
"7313",2020-05-03,"Poland",229
"7314",2020-05-03,"Spain",230
"7315",2020-05-04,"Belgium",201
"7316",2020-05-04,"France",206
"7317",2020-05-04,"Germany",201
"7318",2020-05-04,"Italy",210
"7319",2020-05-04,"Poland",202
"7320",2020-05-04,"Spain",198
"7321",2020-05-05,"Belgium",202
"7322",2020-05-05,"France",203
"7323",2020-05-05,"Germany",211
"7324",2020-05-05,"Italy",210
"7325",2020-05-05,"Poland",211
"7326",2020-05-05,"Spain",208
"7327",2020-05-06,"Belgium",205
"7328",2020-05-06,"France",204
"7329",2020-05-06,"Germany",209
"7330",2020-05-06,"Italy",208
"7331",2020-05-06,"Poland",231
"7332",2020-05-06,"Spain",202
"7333",2020-05-07,"Belgium",194
"7334",2020-05-07,"France",196
"7335",2020-05-07,"Germany",196
"7336",2020-05-07,"Italy",201
"7337",2020-05-07,"Poland",211
"7338",2020-05-07,"Spain",210
"7339",2020-05-08,"Belgium",203
"7340",2020-05-08,"France",200
"7341",2020-05-08,"Germany",204
"7342",2020-05-08,"Italy",199
"7343",2020-05-08,"Poland",232
"7344",2020-05-08,"Spain",198
"7345",2020-05-09,"Belgium",220
"7346",2020-05-09,"France",218
"7347",2020-05-09,"Germany",213
"7348",2020-05-09,"Italy",213
"7349",2020-05-09,"Poland",236
"7350",2020-05-09,"Spain",216
"7351",2020-05-10,"Belgium",219
"7352",2020-05-10,"France",234
"7353",2020-05-10,"Germany",224
"7354",2020-05-10,"Italy",217
"7355",2020-05-10,"Poland",241
"7356",2020-05-10,"Spain",223
"7357",2020-05-11,"Belgium",184
"7358",2020-05-11,"France",201
"7359",2020-05-11,"Germany",186
"7360",2020-05-11,"Italy",178
"7361",2020-05-11,"Poland",188
"7362",2020-05-11,"Spain",185
"7363",2020-05-12,"Belgium",178
"7364",2020-05-12,"France",206
"7365",2020-05-12,"Germany",180
"7366",2020-05-12,"Italy",190
"7367",2020-05-12,"Poland",182
"7368",2020-05-12,"Spain",190
"7369",2020-05-13,"Belgium",186
"7370",2020-05-13,"France",196
"7371",2020-05-13,"Germany",179
"7372",2020-05-13,"Italy",177
"7373",2020-05-13,"Poland",184
"7374",2020-05-13,"Spain",186
"7375",2020-05-14,"Belgium",182
"7376",2020-05-14,"France",196
"7377",2020-05-14,"Germany",187
